genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Dematiocladium,litter_saprotroph,,
Dialonectria,mycoparasite,,
Fusarium,plant_pathogen,,
Fusicolla,mycoparasite,,
Geejayessia,wood_saprotroph,,
Gliocephalotrichum,plant_pathogen,,
Gliocladiopsis,soil_saprotroph,,
Heimiodora,,,
Heliscus,unspecified_saprotroph,,
Ilyonectria,plant_pathogen,,
Macroconia,mycoparasite,,
Mariannaea,wood_saprotroph,,
Microcera,animal_parasite,,
Myxocephala,soil_saprotroph,,
Nalanthamala,plant_pathogen,,
Nectria,plant_pathogen,,
Nectricladiella,plant_pathogen,,
Neocosmospora,soil_saprotroph,,
Neonectria,plant_pathogen,,
Neothyronectria,plant_pathogen,,
Ophionectria,wood_saprotroph,,
Pandanaceomyces,litter_saprotroph,,
Paracremonium,animal_parasite,,
Payosphaeria,wood_saprotroph,,
Penicillifer,wood_saprotroph,,
Persiciospora,soil_saprotroph,,
Pleiocarpon,plant_pathogen,,
Pleogibberella,litter_saprotroph,,
Pleonectria,wood_saprotroph,,
Pseudoachroiostachys,litter_saprotroph,,
Pseudocosmospora,mycoparasite,,
Pseudofusarium,plant_pathogen,,
Pseudonectria,wood_saprotroph,,
Rectifusarium,plant_pathogen,,
Rugonectria,wood_saprotroph,,
Sarcopodium,plant_pathogen,,
Stylonectria,mycoparasite,,
Thelonectria,litter_saprotroph,,
Thyronectria,plant_pathogen,,
Varicosporella,wood_saprotroph,,
Varicosporellopsis,wood_saprotroph,,
Viridispora,soil_saprotroph,,
Volutella,plant_pathogen,,
Xenoacremonium,wood_saprotroph,,
Xenocylindrocladium,litter_saprotroph,,
Xenogliocladiopsis,litter_saprotroph,,
Xenoleptographium,wood_saprotroph,,
Xenonectriella,lichen_parasite,,
Atronectria,lichen_parasite,,
Circinoniesslia,mycoparasite,,
Cryptoniesslia,litter_saprotroph,,
Eucasphaeria,plant_pathogen,,
Hyaloseta,litter_saprotroph,,
Malmeomyces,litter_saprotroph,,
Melchioria,litter_saprotroph,,
Miyakeomyces,unspecified_saprotroph,,
Myrmaeciella,litter_saprotroph,,
Myrtacremonium,plant_pathogen,,
Niesslia,litter_saprotroph,,
Paraniesslia,wood_saprotroph,,
Pseudohyaloseta,litter_saprotroph,,
Pseudonectriella,wood_saprotroph,,
Pseudorhynchia,litter_saprotroph,,
Rosasphaeria,wood_saprotroph,,
Taiwanascus,wood_saprotroph,,
Trichosphaerella,wood_saprotroph,,
Valetoniella,mycoparasite,,
Valetoniellopsis,litter_saprotroph,,
Albophoma,soil_saprotroph,,
Culicinomyces,animal_parasite,,
Desmidiospora,,,
Drechmeria,animal_parasite,,
Haptocillium,animal_parasite,,
Harposporium,animal_parasite,,
Hirsutella,animal_parasite,,
Hymenostilbe,animal_parasite,,
Ophiocordyceps,animal_parasite,,
Paraisaria,animal_parasite,,
Perennicordyceps,animal_parasite,,
Polycephalomyces,animal_parasite,,
Purpureocillium,animal_parasite,,
Tolypocladium,animal_parasite,,
Sarocladium,plant_pathogen,,
Achroiostachys,soil_saprotroph,,
Albifimbria,soil_saprotroph,,
Albosynnema,wood_saprotroph,,
Alfaria,litter_saprotroph,,
Alfariacladiella,litter_saprotroph,,
Brevistachys,litter_saprotroph,,
Capitofimbria,litter_saprotroph,,
Cymostachys,litter_saprotroph,,
Didymostilbe,wood_saprotroph,,
Digitiseta,litter_saprotroph,,
Dimorphiseta,soil_saprotroph,,
Globobotrys,litter_saprotroph,,
Grandibotrys,wood_saprotroph,,
Gregatothecium,soil_saprotroph,,
Hymenopsis,litter_saprotroph,,
Inaequalispora,soil_saprotroph,,
Kastanostachys,wood_saprotroph,,
Koorchalomella,litter_saprotroph,,
Melanopsamma,wood_saprotroph,,
Memnoniella,litter_saprotroph,,
Myrothecium,litter_saprotroph,,
Myxospora,litter_saprotroph,,
Neomyrothecium,soil_saprotroph,,
Paramyrothecium,soil_saprotroph,,
Parasarcopodium,litter_saprotroph,,
Parvothecium,litter_saprotroph,,
Peethambara,wood_saprotroph,,
Pseudoornatispora,litter_saprotroph,,
Septomyrothecium,litter_saprotroph,,
Sirastachys,litter_saprotroph,,
Smaragdiniseta,wood_saprotroph,,
Stachybotrys,wood_saprotroph,,
Striatibotrys,soil_saprotroph,,
Striaticonidium,soil_saprotroph,,
Tangerinosporium,litter_saprotroph,,
Virgatospora,litter_saprotroph,,
Xenomyrothecium,unspecified_saprotroph,,
Xepicula,soil_saprotroph,,
Xepiculopsis,litter_saprotroph,,
Psychronectria,plant_pathogen,,
Septofusidium,litter_saprotroph,,
Tilachlidium,mycoparasite,,
Jobellisia,wood_saprotroph,,
Koralionastes,unspecified_saprotroph,,
Pontogeneia,unspecified_saprotroph,,
Cumulospora,wood_saprotroph,,
Halazoon,unspecified_saprotroph,,
Haloguignardia,algal_parasite,,
Hydea,wood_saprotroph,,
Kohlmeyeriella,soil_saprotroph,,
Lindra,wood_saprotroph,,
Lulwoana,wood_saprotroph,,
Lulwoidea,unspecified_saprotroph,,
Lulworthia,unspecified_saprotroph,,
Matsusporium,unspecified_saprotroph,,
Moleospora,litter_saprotroph,,
Moromyces,wood_saprotroph,,
Orbimyces,unspecified_saprotroph,,
Rostrupiella,wood_saprotroph,,
Sammeyersia,wood_saprotroph,,
Zalerion,litter_saprotroph,,
Hiogispora,wood_saprotroph,,
Ceratosphaeria,wood_saprotroph,,
Budhanggurabania,plant_pathogen,,
Buergenerula,unspecified_saprotroph,,
Bussabanomyces,foliar_endophyte,,
Ceratosphaerella,wood_saprotroph,,
Clasterosphaeria,litter_saprotroph,,
Clasterosporium,plant_pathogen,,
Clavatisporella,unspecified_saprotroph,,
Falciphora,root_endophyte,,
Falciphoriella,soil_saprotroph,,
Gaeumannomycella,litter_saprotroph,,
Gaeumannomyces,plant_pathogen,,
Harpophora,soil_saprotroph,,
Herbampulla,litter_saprotroph,,
Kohlmeyeriopsis,unspecified_saprotroph,,
Magnaporthe,plant_pathogen,,
Magnaporthiopsis,unspecified_pathotroph,,
Muraeriata,wood_saprotroph,,
Nakataea,plant_pathogen,,
Neogaeumannomyces,unspecified_saprotroph,,
Omnidemptus,litter_saprotroph,,
Plagiosphaera,unspecified_saprotroph,,
Pseudophialophora,root_endophyte,,
Pyriculariopsis,plant_pathogen,,
Utrechtiana,plant_pathogen,,
Ophioceras,unspecified_saprotroph,,
Pseudohalonectria,wood_saprotroph,,
Bambusicularia,plant_pathogen,,
Barretomyces,plant_pathogen,,
Deightoniella,plant_pathogen,,
Macgarvieomyces,plant_pathogen,,
Neocordana,plant_pathogen,,
Proxipyricularia,plant_pathogen,,
Pseudopyricularia,plant_pathogen,,
Pyricularia,plant_pathogen,,
Pyriculariomyces,unspecified_pathotroph,,
Xenopyricularia,plant_pathogen,,
Armatella,plant_pathogen,,
Amazonia,plant_pathogen,,
Appendiculella,plant_pathogen,,
Asteridiella,plant_pathogen,,
Cryptomeliola,plant_pathogen,,
Endomeliola,plant_pathogen,,
Irenopsis,plant_pathogen,,
Meliola,plant_pathogen,,
Ambrosiella,plant_pathogen,,
Berkeleyomyces,plant_pathogen,,
Bretziella,plant_pathogen,,
Ceratocystis,plant_pathogen,,
Chalaropsis,plant_pathogen,,
Davidsoniella,plant_pathogen,,
Endoconidiophora,plant_pathogen,,
Huntiella,plant_pathogen,,
Meredithiella,plant_pathogen,,
Phialophoropsis,plant_pathogen,,
Phialophoropsis,plant_pathogen,,
Seychellomyces,soil_saprotroph,,
Thielaviopsis,plant_pathogen,,
Chadefaudiella,dung_saprotroph,,
Faurelina,dung_saprotroph,,
Custingophora,wood_saprotroph,,
Knoxdaviesia,plant_pathogen,,
Graphium,plant_pathogen,,
Alisea,wood_saprotroph,,
Aniptodera,wood_saprotroph,,
Anisostagma,wood_saprotroph,,
Antennospora,wood_saprotroph,,
Appendichordella,wood_saprotroph,,
Arenariomyces,wood_saprotroph,,
Ascosacculus,wood_saprotroph,,
Bathyascus,wood_saprotroph,,
Bovicornua,wood_saprotroph,,
Carbosphaerella,wood_saprotroph,,
Ceriosporopsis,wood_saprotroph,,
Chadefaudia,algal_parasite,,
Cirrenalia,wood_saprotroph,,
Clavatospora,wood_saprotroph,,
Corallicola,unspecified_symbiotroph,,
Corollospora,wood_saprotroph,,
Cucullosporella,wood_saprotroph,,
Ebullia,wood_saprotroph,,
Fluviatispora,wood_saprotroph,,
Gesasha,wood_saprotroph,,
Haiyanga,wood_saprotroph,,
Haligena,wood_saprotroph,,
Halosarpheia,wood_saprotroph,,
Halosphaeria,wood_saprotroph,,
Halosphaeriopsis,wood_saprotroph,,
Havispora,wood_saprotroph,,
Iwilsoniella,wood_saprotroph,,
Kitesporella,wood_saprotroph,,
Kochiella,wood_saprotroph,,
Lignincola,wood_saprotroph,,
Limacospora,wood_saprotroph,,
Luttrellia,wood_saprotroph,,
Magnisphaera,wood_saprotroph,,
Marinospora,wood_saprotroph,,
Moana,wood_saprotroph,,
Morakotiella,wood_saprotroph,,
Nais,wood_saprotroph,,
Naïs,wood_saprotroph,,
Natantispora,wood_saprotroph,,
Naufragella,wood_saprotroph,,
Nautosphaeria,wood_saprotroph,,
Neptunella,wood_saprotroph,,
Nereiospora,wood_saprotroph,,
Nimbospora,wood_saprotroph,,
Nohea,wood_saprotroph,,
Oceanitis,wood_saprotroph,,
Ocostaspora,wood_saprotroph,,
Okeanomyces,wood_saprotroph,,
Ondiniella,wood_saprotroph,,
Ophiodeira,wood_saprotroph,,
Panorbis,wood_saprotroph,,
Phaeonectriella,wood_saprotroph,,
Pileomyces,wood_saprotroph,,
Praelongicaulis,wood_saprotroph,,
Pseudolignincola,wood_saprotroph,,
Remispora,wood_saprotroph,,
Saagaromyces,wood_saprotroph,,
Sablecola,wood_saprotroph,,
Sablicola,wood_saprotroph,,
Sigmoidea,litter_saprotroph,,
Thalassogena,wood_saprotroph,,
Thalespora,wood_saprotroph,,
Tinhaudeus,wood_saprotroph,,
Tirispora,wood_saprotroph,,
Toriella,wood_saprotroph,,
Trailia,algal_parasite,,
Trichomaris,animal_parasite,,
Tubakiella,wood_saprotroph,,
Tunicatispora,wood_saprotroph,,
Varicosporina,wood_saprotroph,,
Acaulium,animal_parasite,,
Basipetospora,unspecified_saprotroph,,
Brachyconidiellopsis,dung_saprotroph,,
Canariomyces,soil_saprotroph,,
Cephalotrichum,soil_saprotroph,,
Doratomyces,soil_saprotroph,,
Echinobotryum,soil_saprotroph,,
Enterocarpus,dung_saprotroph,,
Gamsia,soil_saprotroph,,
Kernia,dung_saprotroph,,
Lomentospora,soil_saprotroph,,
Lophotrichus,dung_saprotroph,,
Masonia,soil_saprotroph,,
Microascus,soil_saprotroph,,
Mycochlamys,soil_saprotroph,,
Parascedosporium,unspecified_saprotroph,,
Petriella,dung_saprotroph,,
Petriellopsis,soil_saprotroph,,
Pithoascus,soil_saprotroph,,
Polycytella,wood_saprotroph,,
Pseudallescheria,soil_saprotroph,,
Pseudoscopulariopsis,soil_saprotroph,,
Rhinocladium,plant_pathogen,,
Scedosporium,soil_saprotroph,,
Scopulariopsis,soil_saprotroph,,
Wardomyces,dung_saprotroph,,
Wardomycopsis,soil_saprotroph,,
Yunnania,soil_saprotroph,,
Acremoniella,unspecified_saprotroph,,
Bisporostilbella,soil_saprotroph,,
Brachyconidiella,litter_saprotroph,,
Cephalotrichiella,unspecified_saprotroph,,
Cornuvesica,plant_pathogen,,
Dendroclathra,wood_saprotroph,,
Gabarnaudia,plant_pathogen,,
Masoniella,soil_saprotroph,,
Piricauda,foliar_endophyte,,
Sporendocladia,plant_pathogen,,
Trichurus,wood_saprotroph,,
Myrmecridium,soil_saprotroph,,
Kathistes,dung_saprotroph,,
Mattirolella,unspecified_saprotroph,,
Termitariopsis,unspecified_saprotroph,,
Aureovirgo,plant_pathogen,,
Beauveriphora,,,
Ceratocystiopsis,wood_saprotroph,,
Dryadomyces,wood_saprotroph,,
Fragosphaeria,unspecified_saprotroph,,
Graphilbum,wood_saprotroph,,
Grosmannia,plant_pathogen,,
Hawksworthiomyces,soil_saprotroph,,
Hyalorhinocladiella,unspecified_saprotroph,,
Klasterskya,dung_saprotroph,,
Leptographium,plant_pathogen,,
Ophiostoma,plant_pathogen,,
Pesotum,plant_pathogen,,
Raffaelea,plant_pathogen,,
Sporothrix,plant_pathogen,,
Spumatoria,dung_saprotroph,,
Subbaromyces,unspecified_saprotroph,,
Esteya,animal_parasite,,
Pararamichloridium,plant_pathogen,,
Arthrocristula,,,
Parasympodiella,wood_saprotroph,,
Lanspora,wood_saprotroph,,
Paramicrodochium,dung_saprotroph,,
Phomatospora,wood_saprotroph,,
Tenuimurus,litter_saprotroph,,
Cocoicola,plant_pathogen,,
Phaeochora,plant_pathogen,,
Phaeochoropsis,plant_pathogen,,
Serenomyces,plant_pathogen,,
Phaeochorella,plant_pathogen,,
Ascovaginospora,litter_saprotroph,,
Brobdingnagia,plant_pathogen,,
Camarotella,plant_pathogen,,
Coccodiella,plant_pathogen,,
Cyclodomus,plant_pathogen,,
Deshpandiella,plant_pathogen,,
Diachora,plant_pathogen,,
Diatractium,plant_pathogen,,
Erikssonia,plant_pathogen,,
Fremitomyces,plant_pathogen,,
Geminispora,plant_pathogen,,
Gibellina,plant_pathogen,,
Imazekia,plant_pathogen,,
Isothea,plant_pathogen,,
Lichenochora,lichen_parasite,,
Lindauella,plant_pathogen,,
Linochora,plant_pathogen,,
Lohwagia,plant_pathogen,,
Maculatifrondes,unspecified_saprotroph,,
Malthomyces,plant_pathogen,,
Muelleromyces,plant_pathogen,,
Neoflageoletia,unspecified_saprotroph,,
Neophyllachora,plant_pathogen,,
Ophiodothella,plant_pathogen,,
Ophiodothis,plant_pathogen,,
Orphnodactylis,plant_pathogen,,
Oxodeora,plant_pathogen,,
Parberya,plant_pathogen,,
Petrakiella,,,
Phycomelaina,algal_parasite,,
Phyllachora,plant_pathogen,,
Phylleutypa,plant_pathogen,,
Phyllocrea,plant_pathogen,,
Pseudothiella,plant_pathogen,,
Pseudothiopsella,plant_pathogen,,
Pterosporidium,plant_pathogen,,
Rehmiodothis,plant_pathogen,,
Retroa,plant_pathogen,,
Rhodosticta,plant_pathogen,,
Rikatlia,plant_pathogen,,
Schizochora,plant_pathogen,,
Sphaerodothella,plant_pathogen,,
Sphaerodothis,plant_pathogen,,
Stigmatula,plant_pathogen,,
Stigmochora,plant_pathogen,,
Stromaster,plant_pathogen,,
Zimmermanniella,plant_pathogen,,
Tamsiniella,wood_saprotroph,,
Telimenella,plant_pathogen,,
Telimenochora,plant_pathogen,,
Trabutia,plant_pathogen,,
Tribulatia,unspecified_saprotroph,,
Uropolystigma,foliar_endophyte,,
Vitreostroma,plant_pathogen,,
Marinosphaera,wood_saprotroph,,
Telimena,plant_pathogen,,
Achroceratosphaeria,wood_saprotroph,,
Pisorisporium,wood_saprotroph,,
Adelosphaeria,wood_saprotroph,,
Anapleurothecium,wood_saprotroph,,
Melanotrigonum,wood_saprotroph,,
Phaeoisaria,wood_saprotroph,,
Pleurotheciella,wood_saprotroph,,
Pleurothecium,wood_saprotroph,,
Sterigmatobotrys,wood_saprotroph,,
Pseudodactylaria,litter_saprotroph,,
Dendrosporium,unspecified_saprotroph,,
Ascotaiwania,wood_saprotroph,,
Ascothailandia,wood_saprotroph,,
Canalisporium,wood_saprotroph,,
Neoascotaiwania,soil_saprotroph,,
Rhexoacrodictys,wood_saprotroph,,
Savoryella,wood_saprotroph,,
Achaetomium,unspecified_saprotroph,,
Acrophialophora,plant_pathogen,,
Amesia,animal_parasite,,
Ampullifera,lichen_parasite,,
Aporothielavia,soil_saprotroph,,
Arcopilus,soil_saprotroph,,
Arxotrichum,soil_saprotroph,,
Bommerella,unspecified_saprotroph,,
Botryoderma,,,
Botryotrichum,unspecified_saprotroph,,
Chaetomidium,dung_saprotroph,,
Chaetomiopsis,soil_saprotroph,,
Chaetomium,litter_saprotroph,,
Collariella,soil_saprotroph,,
Corynascella,unspecified_saprotroph,,
Corynascus,soil_saprotroph,,
Crassicarpon,soil_saprotroph,,
Dichotomopilus,unspecified_saprotroph,,
Emilmuelleria,dung_saprotroph,,
Guanomyces,dung_saprotroph,,
Humicola,wood_saprotroph,,
Madurella,animal_parasite,,
Melanocarpus,unspecified_saprotroph,,
Myceliophthora,foliar_endophyte,,
Mycothermus,unspecified_saprotroph,,
Ovatospora,soil_saprotroph,,
Remersonia,dung_saprotroph,,
Retroconis,foliar_endophyte,,
Staphylotrichum,soil_saprotroph,,
Subramaniula,unspecified_saprotroph,,
Taifanglania,soil_saprotroph,,
Thermothelomyces,soil_saprotroph,,
Thielavia,dung_saprotroph,,
Trichocladium,unspecified_saprotroph,,
Anopodium,unspecified_saprotroph,,
Apiosordaria,dung_saprotroph,,
Apodospora,unspecified_saprotroph,,
Apodus,dung_saprotroph,,
Arnium,dung_saprotroph,,
Bellojisia,unspecified_saprotroph,,
Biconiosporella,wood_saprotroph,,
Bombardia,unspecified_saprotroph,,
Bombardioidea,dung_saprotroph,,
Camptosphaeria,dung_saprotroph,,
Cercophora,dung_saprotroph,,
Corylomyces,soil_saprotroph,,
Diffractella,unspecified_saprotroph,,
Diplogelasinospora,soil_saprotroph,,
Echria,dung_saprotroph,,
Emblemospora,dung_saprotroph,,
Eosphaeria,unspecified_saprotroph,,
Fimetariella,dung_saprotroph,,
Immersiella,unspecified_saprotroph,,
Jugulospora,unspecified_saprotroph,,
Lacunospora,soil_saprotroph,,
Lasiosphaeria,unspecified_saprotroph,,
Mammaria,wood_saprotroph,,
Periamphispora,dung_saprotroph,,
Pseudocercophora,wood_saprotroph,,
Ramophialophora,soil_saprotroph,,
Rinaldiella,animal_parasite,,
Schizothecium,dung_saprotroph,,
Strattonia,dung_saprotroph,,
Zopfiella,dung_saprotroph,,
Zygopleurage,dung_saprotroph,,
Zygospermella,dung_saprotroph,,
Thaxteria,unspecified_saprotroph,,
Tripterosporella,dung_saprotroph,,
Cladorrhinum,unspecified_saprotroph,,
Gilmaniella,dung_saprotroph,,
Podospora,dung_saprotroph,,
Triangularia,soil_saprotroph,,
Asordaria,dung_saprotroph,,
Boothiella,soil_saprotroph,,
Copromyces,dung_saprotroph,,
Effetia,soil_saprotroph,,
Gelasinospora,unspecified_saprotroph,,
Guilliermondia,,,
Neurospora,unspecified_saprotroph,,
Pseudoneurospora,soil_saprotroph,,
Sordaria,dung_saprotroph,,
Stellatospora,soil_saprotroph,,
Abyssomyces,wood_saprotroph,,
Acanthotheciella,unspecified_saprotroph,,
Ascolacicola,wood_saprotroph,,
Bombardiella,unspecified_saprotroph,,
Coronatomyces,soil_saprotroph,,
Cuspidatispora,unspecified_saprotroph,,
Duradens,wood_saprotroph,,
Farrowia,unspecified_saprotroph,,
Globosphaeria,lichen_parasite,,
Isia,soil_saprotroph,,
Lasiosphaeris,unspecified_saprotroph,,
Lockerbia,wood_saprotroph,,
Lunulospora,litter_saprotroph,,
Nitschkiopsis,unspecified_saprotroph,,
Onygenopsis,unspecified_saprotroph,,
Phaeosporis,unspecified_saprotroph,,
Reconditella,lichen_parasite,,
Rhexodenticula,litter_saprotroph,,
Rhexosporium,soil_saprotroph,,
Roselliniomyces,lichen_parasite,,
Roselliniopsis,lichen_parasite,,
Stromatographium,wood_saprotroph,,
Utriascus,wood_saprotroph,,
Ypsilonia,unspecified_saprotroph,,
Acrodictys,foliar_endophyte,,
Dictyosporella,wood_saprotroph,,
Junewangia,wood_saprotroph,,
Lautospora,unspecified_saprotroph,,
Obryzum,lichen_parasite,,
Flumicola,wood_saprotroph,,
Linkosia,unspecified_saprotroph,,
Acerbiella,wood_saprotroph,,
Acrospermoides,unspecified_saprotroph,,
Ameromassaria,unspecified_pathotroph,,
Amphisphaerellula,wood_saprotroph,,
Amphisphaerina,unspecified_saprotroph,,
Amphorulopsis,wood_saprotroph,,
Amylis,wood_saprotroph,,
Anisomycopsis,wood_saprotroph,,
Antennopsis,,,
Anthostomaria,lichenized,,
Anthostomellina,wood_saprotroph,,
Apharia,unspecified_saprotroph,,
Apodothina,plant_pathogen,,
Apogaeumannomyces,unspecified_saprotroph,,
Aquadulciospora,wood_saprotroph,,
Aropsiclus,unspecified_saprotroph,,
Ascorhiza,litter_saprotroph,,
Ascoyunnania,wood_saprotroph,,
Azbukinia,unspecified_saprotroph,,
Atrogeniculata,litter_saprotroph,,
Aulospora,unspecified_saprotroph,,
Bactrosphaeria,unspecified_saprotroph,,
Basidiobotrys,unspecified_saprotroph,,
Biciliopsis,lichenized,,
Bombardiastrum,unspecified_saprotroph,,
Brenesiella,plant_pathogen,,
Byrsomyces,litter_saprotroph,,
Byssotheciella,wood_saprotroph,,
Caleutypa,wood_saprotroph,,
Caproniella,lichen_parasite,,
Chaetoamphisphaeria,unspecified_saprotroph,,
Charonectria,lichenized,,
Ciliofusospora,litter_saprotroph,,
Clathrosporium,litter_saprotroph,,
Clypeoceriospora,litter_saprotroph,,
Clypeosphaerulina,wood_saprotroph,,
Cryptoascus,plant_pathogen,,
Cryptomycella,litter_saprotroph,,
Cryptomycina,unspecified_saprotroph,,
Cucurbitopsis,plant_pathogen,,
Curvatispora,litter_saprotroph,,
Dasysphaeria,unspecified_saprotroph,,
Delpinoëlla,unspecified_saprotroph,,
Diacrochordon,soil_saprotroph,,
Esfandiariomyces,unspecified_saprotroph,,
Fantasmomyces,wood_saprotroph,,
Fassia,plant_pathogen,,
Frondisphaeria,wood_saprotroph,,
Goidanichiella,litter_saprotroph,,
Hapsidascus,wood_saprotroph,,
Heliastrum,unspecified_saprotroph,,
Hyaloderma,mycoparasite,,
Hyalotiopsis,litter_saprotroph,,
Hydronectria,algal_parasite,,
Immersisphaeria,unspecified,,
Iraniella,wood_saprotroph,,
Konenia,wood_saprotroph,,
Kravtzevia,wood_saprotroph,,
Kurssanovia,wood_saprotroph,,
Lecythiomyces,unspecified_saprotroph,,
Leptosacca,litter_saprotroph,,
Leptosphaerella,unspecified_saprotroph,,
Mangrovispora,unspecified_saprotroph,,
Marisolaris,wood_saprotroph,,
Melanographium,litter_saprotroph,,
Microcyclephaeria,unspecified_saprotroph,,
Mirannulata,wood_saprotroph,,
Naumovela,wood_saprotroph,,
Neocryptospora,unspecified_saprotroph,,
Neoeriomycopsis,litter_saprotroph,,
Neolamya,lichen_parasite,,
Neothyridaria,wood_saprotroph,,
Neta,unspecified_saprotroph,,
Ophiomassaria,foliar_endophyte,,
Ophiomeliola,plant_pathogen,,
Paoayensis,wood_saprotroph,,
Paracapsulospora,unspecified_saprotroph,,
Paradiplococcium,wood_saprotroph,,
Pareutypella,unspecified_saprotroph,,
Phragmeriella,plant_pathogen,,
Phyllocelis,,,
Pleocryptospora,unspecified_saprotroph,,
Pleosphaeria,unspecified_saprotroph,,
Porosphaerellopsis,wood_saprotroph,,
Protocucurbitaria,wood_saprotroph,,
Pulvinaria,unspecified_saprotroph,,
Pumilus,unspecified_saprotroph,,
Rehmiomycella,unspecified_saprotroph,,
Rhamphosphaeria,unspecified_saprotroph,,
Rhizophila,wood_saprotroph,,
Rhopographella,unspecified_saprotroph,,
Rhynchosphaeria,unspecified_saprotroph,,
Rivulicola,wood_saprotroph,,
Romellina,animal_parasite,,
Saccardoëlla,wood_saprotroph,,
Sartorya,unspecified_saprotroph,,
Scharifia,litter_saprotroph,,
Scoliocarpon,unspecified_saprotroph,,
Scotiosphaeria,wood_saprotroph,,
Selenosporella,litter_saprotroph,,
Servazziella,unspecified_saprotroph,,
Sporoctomorpha,,,
Stearophora,unspecified_saprotroph,,
Steganopycnis,,,
Stegophorella,unspecified_saprotroph,,
Stellosetifera,plant_pathogen,,
Stomatogenella,litter_saprotroph,,
Sungaiicola,wood_saprotroph,,
Synsphaeria,,,
Teracosphaeria,wood_saprotroph,,
Thelidiella,lichenized,,
Thyridella,unspecified_saprotroph,,
Thyrotheca,unspecified_saprotroph,,
Trichospermella,unspecified_saprotroph,,
Trichosphaeropsis,litter_saprotroph,,
Tulipispora,wood_saprotroph,,
Tunstallia,unspecified_saprotroph,,
Urosporella,litter_saprotroph,,
Urupe,plant_pathogen,,
Vleugelia,,,
Xenodium,plant_pathogen,,
Batistia,wood_saprotroph,,
Arecacicola,wood_saprotroph,,
Bullimyces,wood_saprotroph,,
Cancellidium,wood_saprotroph,,
Ceratolenta,wood_saprotroph,,
Chaetosphaerides,litter_saprotroph,,
Cryptophyllachora,plant_pathogen,,
Hanliniomyces,wood_saprotroph,,
Hydromelitis,wood_saprotroph,,
Merugia,litter_saprotroph,,
Mycomedusiospora,unspecified_saprotroph,,
Nigromammilla,,,
